STRUCTURE,STRUCTURE_ID,ACTION,FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,SEX,SEX_LABEL,AGE,AGE_LABEL,URBANISATION,URBANISATION_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3,COMP_BREAKDOWN_3_LABEL,TIME_PERIOD,OBS_VALUE,AGG_METHOD,AGG_METHOD_LABEL,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,UNIT_TYPE,UNIT_TYPE_LABEL,TIME_FORMAT,TIME_FORMAT_LABEL,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MHL,Marshall Islands,WB_SE4ALL_EG_FEC_TOT,Total final energy consumption (PJ),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PJ,PetaJoules (PJ),_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,0.9,W_AVG,Weighted Average,WB_SE4ALL,Sustainable Energy For All (SE4ALL),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MTQ,Martinique,WB_SE4ALL_EG_FEC_TOT,Total final energy consumption (PJ),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PJ,PetaJoules (PJ),_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,13.2,W_AVG,Weighted Average,WB_SE4ALL,Sustainable Energy For All (SE4ALL),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MRT,Mauritania,WB_SE4ALL_EG_FEC_TOT,Total final energy consumption (PJ),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PJ,PetaJoules (PJ),_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,20.8,W_AVG,Weighted Average,WB_SE4ALL,Sustainable Energy For All (SE4ALL),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MUS,Mauritius,WB_SE4ALL_EG_FEC_TOT,Total final energy consumption (PJ),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PJ,PetaJoules (PJ),_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,24.4,W_AVG,Weighted Average,WB_SE4ALL,Sustainable Energy For All (SE4ALL),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MYT,Mayotte,WB_SE4ALL_EG_FEC_TOT,Total final energy consumption (PJ),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PJ,PetaJoules (PJ),_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,1.4,W_AVG,Weighted Average,WB_SE4ALL,Sustainable Energy For All (SE4ALL),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MEX,Mexico,WB_SE4ALL_EG_FEC_TOT,Total final energy consumption (PJ),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PJ,PetaJoules (PJ),_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,3360.1,W_AVG,Weighted Average,WB_SE4ALL,Sustainable Energy For All (SE4ALL),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,FSM,"Micronesia, Fed. Sts.",WB_SE4ALL_EG_FEC_TOT,Total final energy consumption (PJ),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PJ,PetaJoules (PJ),_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,1.9,W_AVG,Weighted Average,WB_SE4ALL,Sustainable Energy For All (SE4ALL),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MNG,Mongolia,WB_SE4ALL_EG_FEC_TOT,Total final energy consumption (PJ),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PJ,PetaJoules (PJ),_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,65.7,W_AVG,Weighted Average,WB_SE4ALL,Sustainable Energy For All (SE4ALL),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MNE,Montenegro,WB_SE4ALL_EG_FEC_TOT,Total final energy consumption (PJ),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PJ,PetaJoules (PJ),_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,,W_AVG,Weighted Average,WB_SE4ALL,Sustainable Energy For All (SE4ALL),0,Units,NUMBER,Number (real number),602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MSR,Montserrat,WB_SE4ALL_EG_FEC_TOT,Total final energy consumption (PJ),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PJ,PetaJoules (PJ),_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,0.4,W_AVG,Weighted Average,WB_SE4ALL,Sustainable Energy For All (SE4ALL),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MAR,Morocco,WB_SE4ALL_EG_FEC_TOT,Total final energy consumption (PJ),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PJ,PetaJoules (PJ),_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,300.6,W_AVG,Weighted Average,WB_SE4ALL,Sustainable Energy For All (SE4ALL),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MOZ,Mozambique,WB_SE4ALL_EG_FEC_TOT,Total final energy consumption (PJ),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PJ,PetaJoules (PJ),_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,211.5,W_AVG,Weighted Average,WB_SE4ALL,Sustainable Energy For All (SE4ALL),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MMR,Myanmar,WB_SE4ALL_EG_FEC_TOT,Total final energy consumption (PJ),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PJ,PetaJoules (PJ),_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,435.1,W_AVG,Weighted Average,WB_SE4ALL,Sustainable Energy For All (SE4ALL),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,NAM,Namibia,WB_SE4ALL_EG_FEC_TOT,Total final energy consumption (PJ),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PJ,PetaJoules (PJ),_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,38.3,W_AVG,Weighted Average,WB_SE4ALL,Sustainable Energy For All (SE4ALL),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,NRU,Nauru,WB_SE4ALL_EG_FEC_TOT,Total final energy consumption (PJ),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PJ,PetaJoules (PJ),_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,1.1,W_AVG,Weighted Average,WB_SE4ALL,Sustainable Energy For All (SE4ALL),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,NPL,Nepal,WB_SE4ALL_EG_FEC_TOT,Total final energy consumption (PJ),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PJ,PetaJoules (PJ),_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,285.9,W_AVG,Weighted Average,WB_SE4ALL,Sustainable Energy For All (SE4ALL),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,NLD,Netherlands,WB_SE4ALL_EG_FEC_TOT,Total final energy consumption (PJ),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PJ,PetaJoules (PJ),_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,2153.5,W_AVG,Weighted Average,WB_SE4ALL,Sustainable Energy For All (SE4ALL),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,NCL,New Caledonia,WB_SE4ALL_EG_FEC_TOT,Total final energy consumption (PJ),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PJ,PetaJoules (PJ),_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,20.9,W_AVG,Weighted Average,WB_SE4ALL,Sustainable Energy For All (SE4ALL),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,NZL,New Zealand,WB_SE4ALL_EG_FEC_TOT,Total final energy consumption (PJ),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PJ,PetaJoules (PJ),_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,421.2,W_AVG,Weighted Average,WB_SE4ALL,Sustainable Energy For All (SE4ALL),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,NIC,Nicaragua,WB_SE4ALL_EG_FEC_TOT,Total final energy consumption (PJ),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PJ,PetaJoules (PJ),_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,69.4,W_AVG,Weighted Average,WB_SE4ALL,Sustainable Energy For All (SE4ALL),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,NER,Niger,WB_SE4ALL_EG_FEC_TOT,Total final energy consumption (PJ),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PJ,PetaJoules (PJ),_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,68.7,W_AVG,Weighted Average,WB_SE4ALL,Sustainable Energy For All (SE4ALL),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,NGA,Nigeria,WB_SE4ALL_EG_FEC_TOT,Total final energy consumption (PJ),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PJ,PetaJoules (PJ),_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,2908.7,W_AVG,Weighted Average,WB_SE4ALL,Sustainable Energy For All (SE4ALL),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,NIU,Niue,WB_SE4ALL_EG_FEC_TOT,Total final energy consumption (PJ),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PJ,PetaJoules (PJ),_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,0.1,W_AVG,Weighted Average,WB_SE4ALL,Sustainable Energy For All (SE4ALL),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MKD,North Macedonia,WB_SE4ALL_EG_FEC_TOT,Total final energy consumption (PJ),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PJ,PetaJoules (PJ),_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,75.0,W_AVG,Weighted Average,WB_SE4ALL,Sustainable Energy For All (SE4ALL),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MNP,Northern Mariana Islands,WB_SE4ALL_EG_FEC_TOT,Total final energy consumption (PJ),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PJ,PetaJoules (PJ),_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,2.2,W_AVG,Weighted Average,WB_SE4ALL,Sustainable Energy For All (SE4ALL),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,NOR,Norway,WB_SE4ALL_EG_FEC_TOT,Total final energy consumption (PJ),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PJ,PetaJoules (PJ),_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,710.1,W_AVG,Weighted Average,WB_SE4ALL,Sustainable Energy For All (SE4ALL),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,OMN,Oman,WB_SE4ALL_EG_FEC_TOT,Total final energy consumption (PJ),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PJ,PetaJoules (PJ),_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,104.3,W_AVG,Weighted Average,WB_SE4ALL,Sustainable Energy For All (SE4ALL),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PAK,Pakistan,WB_SE4ALL_EG_FEC_TOT,Total final energy consumption (PJ),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PJ,PetaJoules (PJ),_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,1831.5,W_AVG,Weighted Average,WB_SE4ALL,Sustainable Energy For All (SE4ALL),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PLW,Palau,WB_SE4ALL_EG_FEC_TOT,Total final energy consumption (PJ),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PJ,PetaJoules (PJ),_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,1.8,W_AVG,Weighted Average,WB_SE4ALL,Sustainable Energy For All (SE4ALL),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PAN,Panama,WB_SE4ALL_EG_FEC_TOT,Total final energy consumption (PJ),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PJ,PetaJoules (PJ),_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,69.9,W_AVG,Weighted Average,WB_SE4ALL,Sustainable Energy For All (SE4ALL),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PNG,Papua New Guinea,WB_SE4ALL_EG_FEC_TOT,Total final energy consumption (PJ),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PJ,PetaJoules (PJ),_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,84.7,W_AVG,Weighted Average,WB_SE4ALL,Sustainable Energy For All (SE4ALL),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PRY,Paraguay,WB_SE4ALL_EG_FEC_TOT,Total final energy consumption (PJ),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PJ,PetaJoules (PJ),_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,161.5,W_AVG,Weighted Average,WB_SE4ALL,Sustainable Energy For All (SE4ALL),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PER,Peru,WB_SE4ALL_EG_FEC_TOT,Total final energy consumption (PJ),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PJ,PetaJoules (PJ),_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,411.3,W_AVG,Weighted Average,WB_SE4ALL,Sustainable Energy For All (SE4ALL),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PHL,Philippines,WB_SE4ALL_EG_FEC_TOT,Total final energy consumption (PJ),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PJ,PetaJoules (PJ),_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,945.2,W_AVG,Weighted Average,WB_SE4ALL,Sustainable Energy For All (SE4ALL),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,POL,Poland,WB_SE4ALL_EG_FEC_TOT,Total final energy consumption (PJ),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PJ,PetaJoules (PJ),_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,2701.5,W_AVG,Weighted Average,WB_SE4ALL,Sustainable Energy For All (SE4ALL),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PRT,Portugal,WB_SE4ALL_EG_FEC_TOT,Total final energy consumption (PJ),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PJ,PetaJoules (PJ),_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,583.3,W_AVG,Weighted Average,WB_SE4ALL,Sustainable Energy For All (SE4ALL),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PRI,Puerto Rico,WB_SE4ALL_EG_FEC_TOT,Total final energy consumption (PJ),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PJ,PetaJoules (PJ),_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,61.5,W_AVG,Weighted Average,WB_SE4ALL,Sustainable Energy For All (SE4ALL),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,QAT,Qatar,WB_SE4ALL_EG_FEC_TOT,Total final energy consumption (PJ),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PJ,PetaJoules (PJ),_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,119.5,W_AVG,Weighted Average,WB_SE4ALL,Sustainable Energy For All (SE4ALL),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,KOR,"Korea, Rep.",WB_SE4ALL_EG_FEC_TOT,Total final energy consumption (PJ),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PJ,PetaJoules (PJ),_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,3917.5,W_AVG,Weighted Average,WB_SE4ALL,Sustainable Energy For All (SE4ALL),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MDA,Moldova,WB_SE4ALL_EG_FEC_TOT,Total final energy consumption (PJ),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PJ,PetaJoules (PJ),_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,103.8,W_AVG,Weighted Average,WB_SE4ALL,Sustainable Energy For All (SE4ALL),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,REU,Reunion,WB_SE4ALL_EG_FEC_TOT,Total final energy consumption (PJ),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PJ,PetaJoules (PJ),_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,25.3,W_AVG,Weighted Average,WB_SE4ALL,Sustainable Energy For All (SE4ALL),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ROU,Romania,WB_SE4ALL_EG_FEC_TOT,Total final energy consumption (PJ),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PJ,PetaJoules (PJ),_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,1193.9,W_AVG,Weighted Average,WB_SE4ALL,Sustainable Energy For All (SE4ALL),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,RUS,Russian Federation,WB_SE4ALL_EG_FEC_TOT,Total final energy consumption (PJ),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PJ,PetaJoules (PJ),_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,16029.2,W_AVG,Weighted Average,WB_SE4ALL,Sustainable Energy For All (SE4ALL),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,RWA,Rwanda,WB_SE4ALL_EG_FEC_TOT,Total final energy consumption (PJ),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PJ,PetaJoules (PJ),_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,57.4,W_AVG,Weighted Average,WB_SE4ALL,Sustainable Energy For All (SE4ALL),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SHN,"Saint Helena, Ascension and Tristan da Cunha (UK)",WB_SE4ALL_EG_FEC_TOT,Total final energy consumption (PJ),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PJ,PetaJoules (PJ),_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,0.1,W_AVG,Weighted Average,WB_SE4ALL,Sustainable Energy For All (SE4ALL),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,KNA,St. Kitts and Nevis,WB_SE4ALL_EG_FEC_TOT,Total final energy consumption (PJ),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PJ,PetaJoules (PJ),_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,1.7,W_AVG,Weighted Average,WB_SE4ALL,Sustainable Energy For All (SE4ALL),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LCA,St. Lucia,WB_SE4ALL_EG_FEC_TOT,Total final energy consumption (PJ),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PJ,PetaJoules (PJ),_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,4.1,W_AVG,Weighted Average,WB_SE4ALL,Sustainable Energy For All (SE4ALL),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SPM,Saint-Pierre-et-Miquelon (Fr.),WB_SE4ALL_EG_FEC_TOT,Total final energy consumption (PJ),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PJ,PetaJoules (PJ),_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,0.5,W_AVG,Weighted Average,WB_SE4ALL,Sustainable Energy For All (SE4ALL),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,VCT,St. Vincent and the Grenadines,WB_SE4ALL_EG_FEC_TOT,Total final energy consumption (PJ),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PJ,PetaJoules (PJ),_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,1.5,W_AVG,Weighted Average,WB_SE4ALL,Sustainable Energy For All (SE4ALL),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,WSM,Samoa,WB_SE4ALL_EG_FEC_TOT,Total final energy consumption (PJ),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PJ,PetaJoules (PJ),_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,3.5,W_AVG,Weighted Average,WB_SE4ALL,Sustainable Energy For All (SE4ALL),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,STP,Sao Tome and Principe,WB_SE4ALL_EG_FEC_TOT,Total final energy consumption (PJ),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PJ,PetaJoules (PJ),_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,1.2,W_AVG,Weighted Average,WB_SE4ALL,Sustainable Energy For All (SE4ALL),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SAU,Saudi Arabia,WB_SE4ALL_EG_FEC_TOT,Total final energy consumption (PJ),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PJ,PetaJoules (PJ),_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,1822.9,W_AVG,Weighted Average,WB_SE4ALL,Sustainable Energy For All (SE4ALL),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SEN,Senegal,WB_SE4ALL_EG_FEC_TOT,Total final energy consumption (PJ),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PJ,PetaJoules (PJ),_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,51.5,W_AVG,Weighted Average,WB_SE4ALL,Sustainable Energy For All (SE4ALL),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SRB,Serbia,WB_SE4ALL_EG_FEC_TOT,Total final energy consumption (PJ),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PJ,PetaJoules (PJ),_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,362.6,W_AVG,Weighted Average,WB_SE4ALL,Sustainable Energy For All (SE4ALL),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SYC,Seychelles,WB_SE4ALL_EG_FEC_TOT,Total final energy consumption (PJ),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PJ,PetaJoules (PJ),_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,2.2,W_AVG,Weighted Average,WB_SE4ALL,Sustainable Energy For All (SE4ALL),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SLE,Sierra Leone,WB_SE4ALL_EG_FEC_TOT,Total final energy consumption (PJ),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PJ,PetaJoules (PJ),_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,38.6,W_AVG,Weighted Average,WB_SE4ALL,Sustainable Energy For All (SE4ALL),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
